,from_date,zip_code,offense_society,offense_person,offense_property,offense_other,dv,firearm,offense_total,year,month,quarter,zip,city,population,unemployment_rate,house_price_index,per_cap_income,new_priv_housing
3229,2015-02-01,64157,7,3,35,0,4,2,45,2015,2,1,64157,Kansas City,475310,5.3,169.09,48394,368.0
3230,2015-02-01,64158,1,0,7,0,0,0,8,2015,2,1,64158,Kansas City,475310,5.3,169.09,48394,368.0
3231,2015-02-01,64161,1,1,3,0,0,0,5,2015,2,1,64161,Kansas City,475310,5.3,169.09,48394,368.0
3232,2015-02-01,64016,1,2,0,0,0,0,3,2015,2,1,64016,Buckner,3065,5.3,169.09,48394,368.0
3233,2015-02-01,64050,0,0,1,0,0,0,1,2015,2,1,64050,Independence,117315,5.3,169.09,48394,368.0
3234,2015-02-01,64053,0,0,1,0,0,0,1,2015,2,1,64053,Independence,117315,5.3,169.09,48394,368.0
3235,2015-02-01,64068,0,0,3,0,0,0,3,2015,2,1,64068,Liberty,30446,5.3,169.09,48394,368.0
3236,2015-02-01,64079,0,0,1,0,0,0,1,2015,2,1,64079,Platte City,4855,5.3,169.09,48394,368.0
3237,2015-02-01,64141,2,0,0,0,2,0,2,2015,2,1,64141,Kansas City,475310,5.3,169.09,48394,368.0
3238,2015-03-01,64101,0,1,5,0,0,0,6,2015,3,1,64101,Kansas City,475310,5.2,169.09,48394,880.0
3239,2015-03-01,64102,0,2,3,0,0,0,5,2015,3,1,64102,Kansas City,475310,5.2,169.09,48394,880.0
3240,2015-03-01,64105,20,32,31,1,3,2,84,2015,3,1,64105,Kansas City,475310,5.2,169.09,48394,880.0
3241,2015-03-01,64106,59,80,82,9,17,19,230,2015,3,1,64106,Kansas City,475310,5.2,169.09,48394,880.0
3242,2015-03-01,64108,28,20,82,10,6,13,140,2015,3,1,64108,Kansas City,475310,5.2,169.09,48394,880.0
3243,2015-03-01,64109,61,30,78,17,21,24,186,2015,3,1,64109,Kansas City,475310,5.2,169.09,48394,880.0
3244,2015-03-01,64110,31,30,80,5,8,21,146,2015,3,1,64110,Kansas City,475310,5.2,169.09,48394,880.0
3245,2015-03-01,64111,47,40,141,8,11,16,236,2015,3,1,64111,Kansas City,475310,5.2,169.09,48394,880.0
3246,2015-03-01,64112,8,8,35,0,2,0,51,2015,3,1,64112,Kansas City,475310,5.2,169.09,48394,880.0
3247,2015-03-01,64113,7,1,24,2,0,2,34,2015,3,1,64113,Kansas City,475310,5.2,169.09,48394,880.0
3248,2015-03-01,64114,10,10,92,5,7,2,117,2015,3,1,64114,Kansas City,475310,5.2,169.09,48394,880.0
3249,2015-03-01,64116,13,5,29,7,6,10,54,2015,3,1,64116,Kansas City,475310,5.2,169.09,48394,880.0
3250,2015-03-01,64117,23,6,70,4,13,17,103,2015,3,1,64117,Kansas City,475310,5.2,169.09,48394,880.0
3251,2015-03-01,64118,24,9,103,5,9,8,141,2015,3,1,64118,Kansas City,475310,5.2,169.09,48394,880.0
3252,2015-03-01,64119,18,3,54,3,4,9,78,2015,3,1,64119,Kansas City,475310,5.2,169.09,48394,880.0
3253,2015-03-01,64120,3,0,15,0,1,0,18,2015,3,1,64120,Kansas City,475310,5.2,169.09,48394,880.0
3254,2015-03-01,64123,27,18,74,11,14,8,130,2015,3,1,64123,Kansas City,475310,5.2,169.09,48394,880.0
3255,2015-03-01,64124,25,22,93,5,15,14,145,2015,3,1,64124,Kansas City,475310,5.2,169.09,48394,880.0
3256,2015-03-01,64125,6,1,16,1,3,0,24,2015,3,1,64125,Kansas City,475310,5.2,169.09,48394,880.0
3257,2015-03-01,64126,17,6,25,4,9,7,52,2015,3,1,64126,Kansas City,475310,5.2,169.09,48394,880.0
3258,2015-03-01,64127,99,37,138,30,41,61,304,2015,3,1,64127,Kansas City,475310,5.2,169.09,48394,880.0
3259,2015-03-01,64128,50,23,60,16,20,8,149,2015,3,1,64128,Kansas City,475310,5.2,169.09,48394,880.0
3260,2015-03-01,64129,23,10,54,0,11,22,87,2015,3,1,64129,Kansas City,475310,5.2,169.09,48394,880.0
3261,2015-03-01,64130,139,29,172,46,64,58,386,2015,3,1,64130,Kansas City,475310,5.2,169.09,48394,880.0
3262,2015-03-01,64131,42,18,94,15,21,21,169,2015,3,1,64131,Kansas City,475310,5.2,169.09,48394,880.0
3263,2015-03-01,64132,46,19,73,16,20,15,154,2015,3,1,64132,Kansas City,475310,5.2,169.09,48394,880.0
3264,2015-03-01,64133,34,17,123,7,24,17,181,2015,3,1,64133,Kansas City,475310,5.2,169.09,48394,880.0
3265,2015-03-01,64134,83,29,113,21,35,9,246,2015,3,1,64134,Kansas City,475310,5.2,169.09,48394,880.0
3266,2015-03-01,64136,1,1,6,0,1,0,8,2015,3,1,64136,Kansas City,475310,5.2,169.09,48394,880.0
3267,2015-03-01,64137,14,9,49,3,9,8,75,2015,3,1,64137,Kansas City,475310,5.2,169.09,48394,880.0
3268,2015-03-01,64138,34,14,44,22,13,6,114,2015,3,1,64138,Kansas City,475310,5.2,169.09,48394,880.0
3269,2015-03-01,64139,1,1,5,0,1,0,7,2015,3,1,64139,Kansas City,475310,5.2,169.09,48394,880.0
3270,2015-03-01,64145,3,4,46,0,0,0,53,2015,3,1,64145,Kansas City,475310,5.2,169.09,48394,880.0
3271,2015-03-01,64146,1,0,4,0,0,0,5,2015,3,1,64146,Kansas City,475310,5.2,169.09,48394,880.0
3272,2015-03-01,64147,0,0,3,0,0,0,3,2015,3,1,64147,Kansas City,475310,5.2,169.09,48394,880.0
3273,2015-03-01,64149,0,1,2,0,0,0,3,2015,3,1,64149,Kansas City,475310,5.2,169.09,48394,880.0
3274,2015-03-01,64151,15,8,74,1,4,3,98,2015,3,1,64151,Kansas City,475310,5.2,169.09,48394,880.0
3275,2015-03-01,64152,10,6,25,1,6,8,42,2015,3,1,64152,Kansas City,475310,5.2,169.09,48394,880.0
3276,2015-03-01,64153,5,3,25,0,3,2,33,2015,3,1,64153,Kansas City,475310,5.2,169.09,48394,880.0
3277,2015-03-01,64154,3,5,39,0,2,5,47,2015,3,1,64154,Kansas City,475310,5.2,169.09,48394,880.0
3278,2015-03-01,64155,8,10,53,0,5,7,71,2015,3,1,64155,Kansas City,475310,5.2,169.09,48394,880.0
3279,2015-03-01,64156,0,1,7,0,0,0,8,2015,3,1,64156,Kansas City,475310,5.2,169.09,48394,880.0
3280,2015-03-01,64157,4,6,57,0,1,4,67,2015,3,1,64157,Kansas City,475310,5.2,169.09,48394,880.0
3281,2015-03-01,64158,2,2,16,0,2,0,20,2015,3,1,64158,Kansas City,475310,5.2,169.09,48394,880.0
3282,2015-03-01,64161,0,0,5,0,0,1,5,2015,3,1,64161,Kansas City,475310,5.2,169.09,48394,880.0
3283,2015-03-01,64165,0,0,1,0,0,0,1,2015,3,1,64165,Kansas City,475310,5.2,169.09,48394,880.0
3284,2015-03-01,64016,0,1,0,0,0,0,1,2015,3,1,64016,Buckner,3065,5.2,169.09,48394,880.0
3285,2015-03-01,64141,1,0,0,1,1,0,2,2015,3,1,64141,Kansas City,475310,5.2,169.09,48394,880.0
3286,2015-03-01,64012,0,0,1,0,0,0,1,2015,3,1,64012,Belton,23189,5.2,169.09,48394,880.0
3287,2015-03-01,64055,0,0,0,0,0,1,0,2015,3,1,64055,Independence,117315,5.2,169.09,48394,880.0
3288,2015-03-01,64066,0,1,0,0,0,0,1,2015,3,1,64066,Levasy,83,5.2,169.09,48394,880.0
3289,2015-03-01,64121,0,0,2,0,0,0,2,2015,3,1,64121,Kansas City,475310,5.2,169.09,48394,880.0
3290,2015-03-01,64163,0,1,1,0,0,0,2,2015,3,1,64163,Kansas City,475310,5.2,169.09,48394,880.0
3291,2015-08-01,64030,0,1,0,0,0,0,1,2015,8,3,64030,Grandview,25228,4.5,175.88,48394,462.0
3292,2015-08-01,64101,1,0,4,1,0,0,6,2015,8,3,64101,Kansas City,475310,4.5,175.88,48394,462.0
3293,2015-08-01,64102,0,0,2,0,0,0,2,2015,8,3,64102,Kansas City,475310,4.5,175.88,48394,462.0
3294,2015-08-01,64105,15,21,45,6,4,7,87,2015,8,3,64105,Kansas City,475310,4.5,175.88,48394,462.0
3295,2015-08-01,64106,72,99,104,28,14,22,303,2015,8,3,64106,Kansas City,475310,4.5,175.88,48394,462.0
3296,2015-08-01,64108,37,23,79,4,9,8,143,2015,8,3,64108,Kansas City,475310,4.5,175.88,48394,462.0
3297,2015-08-01,64109,69,31,116,24,25,17,240,2015,8,3,64109,Kansas City,475310,4.5,175.88,48394,462.0
3298,2015-08-01,64110,49,28,115,19,25,14,211,2015,8,3,64110,Kansas City,475310,4.5,175.88,48394,462.0
3299,2015-08-01,64111,41,26,170,18,11,19,255,2015,8,3,64111,Kansas City,475310,4.5,175.88,48394,462.0
3300,2015-08-01,64112,4,2,30,0,1,1,36,2015,8,3,64112,Kansas City,475310,4.5,175.88,48394,462.0
3301,2015-08-01,64113,4,0,25,0,2,0,29,2015,8,3,64113,Kansas City,475310,4.5,175.88,48394,462.0
3302,2015-08-01,64114,15,17,119,7,14,8,158,2015,8,3,64114,Kansas City,475310,4.5,175.88,48394,462.0
3303,2015-08-01,64116,15,3,48,4,4,2,70,2015,8,3,64116,Kansas City,475310,4.5,175.88,48394,462.0
3304,2015-08-01,64117,12,7,66,3,5,4,88,2015,8,3,64117,Kansas City,475310,4.5,175.88,48394,462.0
3305,2015-08-01,64118,28,14,91,2,18,14,135,2015,8,3,64118,Kansas City,475310,4.5,175.88,48394,462.0
3306,2015-08-01,64119,38,17,75,0,25,10,130,2015,8,3,64119,Kansas City,475310,4.5,175.88,48394,462.0
3307,2015-08-01,64120,2,2,22,1,1,3,27,2015,8,3,64120,Kansas City,475310,4.5,175.88,48394,462.0
3308,2015-08-01,64123,29,21,113,16,20,18,179,2015,8,3,64123,Kansas City,475310,4.5,175.88,48394,462.0
3309,2015-08-01,64124,39,26,78,23,18,12,166,2015,8,3,64124,Kansas City,475310,4.5,175.88,48394,462.0
3310,2015-08-01,64125,7,0,14,6,0,0,27,2015,8,3,64125,Kansas City,475310,4.5,175.88,48394,462.0
3311,2015-08-01,64126,36,10,35,22,5,1,103,2015,8,3,64126,Kansas City,475310,4.5,175.88,48394,462.0
3312,2015-08-01,64127,99,42,193,53,35,42,387,2015,8,3,64127,Kansas City,475310,4.5,175.88,48394,462.0
3313,2015-08-01,64128,56,33,94,22,25,22,205,2015,8,3,64128,Kansas City,475310,4.5,175.88,48394,462.0
3314,2015-08-01,64129,24,18,69,9,20,7,120,2015,8,3,64129,Kansas City,475310,4.5,175.88,48394,462.0
3315,2015-08-01,64130,123,31,264,67,47,35,485,2015,8,3,64130,Kansas City,475310,4.5,175.88,48394,462.0
3316,2015-08-01,64131,66,18,114,30,31,11,228,2015,8,3,64131,Kansas City,475310,4.5,175.88,48394,462.0
3317,2015-08-01,64132,66,24,133,25,31,18,248,2015,8,3,64132,Kansas City,475310,4.5,175.88,48394,462.0
3318,2015-08-01,64133,31,20,126,4,12,4,181,2015,8,3,64133,Kansas City,475310,4.5,175.88,48394,462.0
3319,2015-08-01,64134,80,19,170,25,28,3,294,2015,8,3,64134,Kansas City,475310,4.5,175.88,48394,462.0
3320,2015-08-01,64136,1,0,13,2,0,0,16,2015,8,3,64136,Kansas City,475310,4.5,175.88,48394,462.0
3321,2015-08-01,64137,24,8,57,18,10,8,107,2015,8,3,64137,Kansas City,475310,4.5,175.88,48394,462.0
3322,2015-08-01,64138,26,4,36,3,10,6,69,2015,8,3,64138,Kansas City,475310,4.5,175.88,48394,462.0
3323,2015-08-01,64139,0,1,4,0,0,0,5,2015,8,3,64139,Kansas City,475310,4.5,175.88,48394,462.0
3324,2015-08-01,64145,7,6,34,3,2,4,50,2015,8,3,64145,Kansas City,475310,4.5,175.88,48394,462.0
3325,2015-08-01,64146,3,1,8,0,0,0,12,2015,8,3,64146,Kansas City,475310,4.5,175.88,48394,462.0
3326,2015-08-01,64147,0,0,8,0,0,0,8,2015,8,3,64147,Kansas City,475310,4.5,175.88,48394,462.0
3327,2015-08-01,64149,0,0,1,0,0,0,1,2015,8,3,64149,Kansas City,475310,4.5,175.88,48394,462.0
3328,2015-08-01,64151,17,13,40,1,7,2,71,2015,8,3,64151,Kansas City,475310,4.5,175.88,48394,462.0
3329,2015-08-01,64152,11,1,23,0,6,4,35,2015,8,3,64152,Kansas City,475310,4.5,175.88,48394,462.0
3330,2015-08-01,64153,2,3,51,0,1,3,56,2015,8,3,64153,Kansas City,475310,4.5,175.88,48394,462.0
3331,2015-08-01,64154,11,10,45,0,8,6,66,2015,8,3,64154,Kansas City,475310,4.5,175.88,48394,462.0
3332,2015-08-01,64155,15,2,57,0,9,4,74,2015,8,3,64155,Kansas City,475310,4.5,175.88,48394,462.0
3333,2015-08-01,64156,4,2,12,0,1,0,18,2015,8,3,64156,Kansas City,475310,4.5,175.88,48394,462.0
3334,2015-08-01,64157,9,7,35,0,8,1,51,2015,8,3,64157,Kansas City,475310,4.5,175.88,48394,462.0
3335,2015-08-01,64158,5,3,20,2,3,5,30,2015,8,3,64158,Kansas City,475310,4.5,175.88,48394,462.0
3336,2015-08-01,64161,2,5,9,0,0,1,16,2015,8,3,64161,Kansas City,475310,4.5,175.88,48394,462.0
3337,2015-08-01,64016,0,0,1,0,0,0,1,2015,8,3,64016,Buckner,3065,4.5,175.88,48394,462.0
3338,2015-08-01,64053,1,1,2,0,0,0,4,2015,8,3,64053,Independence,117315,4.5,175.88,48394,462.0
3339,2015-08-01,64141,1,0,0,0,1,0,1,2015,8,3,64141,Kansas City,475310,4.5,175.88,48394,462.0
3340,2015-08-01,64055,1,0,1,0,2,0,2,2015,8,3,64055,Independence,117315,4.5,175.88,48394,462.0
3341,2015-08-01,64121,1,0,0,0,0,0,1,2015,8,3,64121,Kansas City,475310,4.5,175.88,48394,462.0
3342,2015-08-01,64019,1,0,1,1,0,0,3,2015,8,3,64019,Centerview,266,4.5,175.88,48394,462.0
3343,2015-08-01,64190,0,0,1,0,0,0,1,2015,8,3,64190,Kansas City,475310,4.5,175.88,48394,462.0
3344,2015-09-01,64030,2,0,2,2,0,0,6,2015,9,3,64030,Grandview,25228,4.4,175.88,48394,1213.0
3345,2015-09-01,64101,0,0,9,0,0,0,9,2015,9,3,64101,Kansas City,475310,4.4,175.88,48394,1213.0
3346,2015-09-01,64102,1,0,4,1,1,0,6,2015,9,3,64102,Kansas City,475310,4.4,175.88,48394,1213.0
3347,2015-09-01,64105,16,30,36,0,0,6,82,2015,9,3,64105,Kansas City,475310,4.4,175.88,48394,1213.0
3348,2015-09-01,64106,53,71,102,19,15,38,245,2015,9,3,64106,Kansas City,475310,4.4,175.88,48394,1213.0
3349,2015-09-01,64108,34,31,88,9,11,1,162,2015,9,3,64108,Kansas City,475310,4.4,175.88,48394,1213.0
3350,2015-09-01,64109,63,32,104,26,29,9,225,2015,9,3,64109,Kansas City,475310,4.4,175.88,48394,1213.0
3351,2015-09-01,64110,37,21,106,17,8,8,181,2015,9,3,64110,Kansas City,475310,4.4,175.88,48394,1213.0
3352,2015-09-01,64111,66,29,185,14,19,35,294,2015,9,3,64111,Kansas City,475310,4.4,175.88,48394,1213.0
3353,2015-09-01,64112,8,2,37,0,2,0,47,2015,9,3,64112,Kansas City,475310,4.4,175.88,48394,1213.0
3354,2015-09-01,64113,0,5,19,0,0,0,24,2015,9,3,64113,Kansas City,475310,4.4,175.88,48394,1213.0
3355,2015-09-01,64114,21,12,95,4,10,1,132,2015,9,3,64114,Kansas City,475310,4.4,175.88,48394,1213.0
3356,2015-09-01,64116,11,9,55,0,8,12,75,2015,9,3,64116,Kansas City,475310,4.4,175.88,48394,1213.0
3357,2015-09-01,64117,32,13,77,10,19,9,132,2015,9,3,64117,Kansas City,475310,4.4,175.88,48394,1213.0
3358,2015-09-01,64118,19,10,85,1,8,14,115,2015,9,3,64118,Kansas City,475310,4.4,175.88,48394,1213.0
3359,2015-09-01,64119,17,15,63,1,8,10,96,2015,9,3,64119,Kansas City,475310,4.4,175.88,48394,1213.0
3360,2015-09-01,64120,3,4,25,0,2,0,32,2015,9,3,64120,Kansas City,475310,4.4,175.88,48394,1213.0
3361,2015-09-01,64123,51,25,85,21,18,24,182,2015,9,3,64123,Kansas City,475310,4.4,175.88,48394,1213.0
3362,2015-09-01,64124,45,34,93,19,13,26,191,2015,9,3,64124,Kansas City,475310,4.4,175.88,48394,1213.0
3363,2015-09-01,64125,3,0,22,0,2,1,25,2015,9,3,64125,Kansas City,475310,4.4,175.88,48394,1213.0
3364,2015-09-01,64126,17,5,38,7,6,5,67,2015,9,3,64126,Kansas City,475310,4.4,175.88,48394,1213.0
3365,2015-09-01,64127,111,42,189,42,43,64,384,2015,9,3,64127,Kansas City,475310,4.4,175.88,48394,1213.0
3366,2015-09-01,64128,62,36,97,17,31,12,212,2015,9,3,64128,Kansas City,475310,4.4,175.88,48394,1213.0
3367,2015-09-01,64129,40,24,53,6,16,8,123,2015,9,3,64129,Kansas City,475310,4.4,175.88,48394,1213.0
3368,2015-09-01,64130,138,50,239,56,63,37,483,2015,9,3,64130,Kansas City,475310,4.4,175.88,48394,1213.0
3369,2015-09-01,64131,66,29,109,20,37,19,224,2015,9,3,64131,Kansas City,475310,4.4,175.88,48394,1213.0
3370,2015-09-01,64132,70,15,104,42,30,29,231,2015,9,3,64132,Kansas City,475310,4.4,175.88,48394,1213.0
3371,2015-09-01,64133,26,27,125,4,13,14,182,2015,9,3,64133,Kansas City,475310,4.4,175.88,48394,1213.0
3372,2015-09-01,64134,82,25,134,23,45,12,264,2015,9,3,64134,Kansas City,475310,4.4,175.88,48394,1213.0
3373,2015-09-01,64136,1,0,7,0,2,0,8,2015,9,3,64136,Kansas City,475310,4.4,175.88,48394,1213.0
3374,2015-09-01,64137,19,17,48,12,6,8,96,2015,9,3,64137,Kansas City,475310,4.4,175.88,48394,1213.0
3375,2015-09-01,64138,23,17,53,6,8,6,99,2015,9,3,64138,Kansas City,475310,4.4,175.88,48394,1213.0
3376,2015-09-01,64139,1,1,6,0,1,0,8,2015,9,3,64139,Kansas City,475310,4.4,175.88,48394,1213.0
3377,2015-09-01,64145,5,2,44,0,0,1,51,2015,9,3,64145,Kansas City,475310,4.4,175.88,48394,1213.0
3378,2015-09-01,64146,1,2,4,1,0,3,8,2015,9,3,64146,Kansas City,475310,4.4,175.88,48394,1213.0
3379,2015-09-01,64147,2,1,3,1,0,0,7,2015,9,3,64147,Kansas City,475310,4.4,175.88,48394,1213.0
3380,2015-09-01,64148,0,0,1,0,0,0,1,2015,9,3,64148,Kansas City,475310,4.4,175.88,48394,1213.0
3381,2015-09-01,64151,18,7,59,2,10,2,86,2015,9,3,64151,Kansas City,475310,4.4,175.88,48394,1213.0
3382,2015-09-01,64152,9,4,15,2,7,2,30,2015,9,3,64152,Kansas City,475310,4.4,175.88,48394,1213.0
3383,2015-09-01,64153,7,4,31,0,1,0,42,2015,9,3,64153,Kansas City,475310,4.4,175.88,48394,1213.0
3384,2015-09-01,64154,11,4,46,0,5,2,61,2015,9,3,64154,Kansas City,475310,4.4,175.88,48394,1213.0
3385,2015-09-01,64155,18,8,64,5,12,1,95,2015,9,3,64155,Kansas City,475310,4.4,175.88,48394,1213.0
3386,2015-09-01,64156,1,2,9,0,1,0,12,2015,9,3,64156,Kansas City,475310,4.4,175.88,48394,1213.0
3387,2015-09-01,64157,8,6,34,1,5,1,49,2015,9,3,64157,Kansas City,475310,4.4,175.88,48394,1213.0
3388,2015-09-01,64158,1,2,17,0,0,0,20,2015,9,3,64158,Kansas City,475310,4.4,175.88,48394,1213.0
3389,2015-09-01,64161,5,0,12,2,0,0,19,2015,9,3,64161,Kansas City,475310,4.4,175.88,48394,1213.0
3390,2015-09-01,64050,0,0,2,3,0,6,5,2015,9,3,64050,Independence,117315,4.4,175.88,48394,1213.0
3391,2015-09-01,64053,0,0,2,2,0,0,4,2015,9,3,64053,Independence,117315,4.4,175.88,48394,1213.0
3392,2015-09-01,64141,1,0,0,0,0,0,1,2015,9,3,64141,Kansas City,475310,4.4,175.88,48394,1213.0
3393,2015-09-01,64055,0,0,1,0,0,0,1,2015,9,3,64055,Independence,117315,4.4,175.88,48394,1213.0
3394,2015-09-01,64121,2,0,0,0,1,0,2,2015,9,3,64121,Kansas City,475310,4.4,175.88,48394,1213.0
3395,2015-09-01,64163,0,0,1,0,0,0,1,2015,9,3,64163,Kansas City,475310,4.4,175.88,48394,1213.0
3396,2015-09-01,64019,0,0,1,0,0,0,1,2015,9,3,64019,Centerview,266,4.4,175.88,48394,1213.0
3397,2015-09-01,64036,0,0,1,0,0,0,1,2015,9,3,64036,Henrietta,359,4.4,175.88,48394,1213.0
3398,2015-07-01,64101,2,1,5,1,2,0,9,2015,7,3,64101,Kansas City,475310,4.6,175.88,48394,758.0
3399,2015-07-01,64102,2,0,0,0,0,0,2,2015,7,3,64102,Kansas City,475310,4.6,175.88,48394,758.0
3400,2015-07-01,64105,17,31,33,1,2,2,82,2015,7,3,64105,Kansas City,475310,4.6,175.88,48394,758.0
3401,2015-07-01,64106,53,79,113,5,11,20,250,2015,7,3,64106,Kansas City,475310,4.6,175.88,48394,758.0
3402,2015-07-01,64108,36,20,74,4,12,0,134,2015,7,3,64108,Kansas City,475310,4.6,175.88,48394,758.0
3403,2015-07-01,64109,59,30,105,18,19,18,212,2015,7,3,64109,Kansas City,475310,4.6,175.88,48394,758.0
3404,2015-07-01,64110,36,37,124,7,14,20,204,2015,7,3,64110,Kansas City,475310,4.6,175.88,48394,758.0
3405,2015-07-01,64111,41,34,183,28,15,16,286,2015,7,3,64111,Kansas City,475310,4.6,175.88,48394,758.0
3406,2015-07-01,64112,6,3,39,3,0,0,51,2015,7,3,64112,Kansas City,475310,4.6,175.88,48394,758.0
3407,2015-07-01,64113,3,0,31,3,1,2,37,2015,7,3,64113,Kansas City,475310,4.6,175.88,48394,758.0
3408,2015-07-01,64114,31,8,72,3,9,2,114,2015,7,3,64114,Kansas City,475310,4.6,175.88,48394,758.0
3409,2015-07-01,64116,16,8,38,0,9,3,62,2015,7,3,64116,Kansas City,475310,4.6,175.88,48394,758.0
3410,2015-07-01,64117,19,9,65,6,13,6,99,2015,7,3,64117,Kansas City,475310,4.6,175.88,48394,758.0
3411,2015-07-01,64118,28,15,86,1,20,10,130,2015,7,3,64118,Kansas City,475310,4.6,175.88,48394,758.0
3412,2015-07-01,64119,31,6,69,5,18,8,111,2015,7,3,64119,Kansas City,475310,4.6,175.88,48394,758.0
3413,2015-07-01,64120,1,7,22,0,1,1,30,2015,7,3,64120,Kansas City,475310,4.6,175.88,48394,758.0
3414,2015-07-01,64123,38,38,85,8,9,18,169,2015,7,3,64123,Kansas City,475310,4.6,175.88,48394,758.0
3415,2015-07-01,64124,40,26,74,21,17,21,161,2015,7,3,64124,Kansas City,475310,4.6,175.88,48394,758.0
3416,2015-07-01,64125,6,1,10,2,1,0,19,2015,7,3,64125,Kansas City,475310,4.6,175.88,48394,758.0
3417,2015-07-01,64126,19,14,28,4,10,0,65,2015,7,3,64126,Kansas City,475310,4.6,175.88,48394,758.0
3418,2015-07-01,64127,94,37,150,29,62,29,310,2015,7,3,64127,Kansas City,475310,4.6,175.88,48394,758.0
3419,2015-07-01,64128,65,24,114,28,27,19,231,2015,7,3,64128,Kansas City,475310,4.6,175.88,48394,758.0
3420,2015-07-01,64129,23,12,58,9,14,5,102,2015,7,3,64129,Kansas City,475310,4.6,175.88,48394,758.0
3421,2015-07-01,64130,146,45,249,52,75,41,492,2015,7,3,64130,Kansas City,475310,4.6,175.88,48394,758.0
3422,2015-07-01,64131,50,21,114,13,25,15,198,2015,7,3,64131,Kansas City,475310,4.6,175.88,48394,758.0
3423,2015-07-01,64132,69,19,140,19,33,29,247,2015,7,3,64132,Kansas City,475310,4.6,175.88,48394,758.0
3424,2015-07-01,64133,51,24,157,17,31,10,249,2015,7,3,64133,Kansas City,475310,4.6,175.88,48394,758.0
3425,2015-07-01,64134,91,18,180,28,32,4,317,2015,7,3,64134,Kansas City,475310,4.6,175.88,48394,758.0
3426,2015-07-01,64136,1,0,16,0,0,1,17,2015,7,3,64136,Kansas City,475310,4.6,175.88,48394,758.0
3427,2015-07-01,64137,14,5,36,6,5,5,61,2015,7,3,64137,Kansas City,475310,4.6,175.88,48394,758.0
3428,2015-07-01,64138,19,2,49,14,8,3,84,2015,7,3,64138,Kansas City,475310,4.6,175.88,48394,758.0
3429,2015-07-01,64139,1,0,4,0,0,0,5,2015,7,3,64139,Kansas City,475310,4.6,175.88,48394,758.0
3430,2015-07-01,64145,2,2,36,0,2,0,40,2015,7,3,64145,Kansas City,475310,4.6,175.88,48394,758.0
3431,2015-07-01,64146,2,0,5,0,0,1,7,2015,7,3,64146,Kansas City,475310,4.6,175.88,48394,758.0
3432,2015-07-01,64147,6,2,3,3,1,1,14,2015,7,3,64147,Kansas City,475310,4.6,175.88,48394,758.0
3433,2015-07-01,64149,0,0,1,0,0,0,1,2015,7,3,64149,Kansas City,475310,4.6,175.88,48394,758.0
3434,2015-07-01,64151,14,12,82,0,6,3,108,2015,7,3,64151,Kansas City,475310,4.6,175.88,48394,758.0
3435,2015-07-01,64152,4,4,22,0,1,4,30,2015,7,3,64152,Kansas City,475310,4.6,175.88,48394,758.0
3436,2015-07-01,64153,9,0,37,0,6,0,46,2015,7,3,64153,Kansas City,475310,4.6,175.88,48394,758.0
3437,2015-07-01,64154,13,4,34,0,8,1,51,2015,7,3,64154,Kansas City,475310,4.6,175.88,48394,758.0
3438,2015-07-01,64155,15,2,65,4,7,8,86,2015,7,3,64155,Kansas City,475310,4.6,175.88,48394,758.0
3439,2015-07-01,64156,1,1,3,1,0,0,6,2015,7,3,64156,Kansas City,475310,4.6,175.88,48394,758.0
3440,2015-07-01,64157,12,3,36,0,6,2,51,2015,7,3,64157,Kansas City,475310,4.6,175.88,48394,758.0
3441,2015-07-01,64158,5,0,22,0,2,3,27,2015,7,3,64158,Kansas City,475310,4.6,175.88,48394,758.0
3442,2015-07-01,64161,5,5,22,3,2,2,35,2015,7,3,64161,Kansas City,475310,4.6,175.88,48394,758.0
3443,2015-07-01,64141,1,1,1,0,1,0,3,2015,7,3,64141,Kansas City,475310,4.6,175.88,48394,758.0
3444,2015-07-01,64055,1,1,0,0,0,0,2,2015,7,3,64055,Independence,117315,4.6,175.88,48394,758.0
3445,2015-07-01,64121,0,0,1,0,0,0,1,2015,7,3,64121,Kansas City,475310,4.6,175.88,48394,758.0
3446,2015-07-01,64144,0,1,0,0,0,0,1,2015,7,3,64144,Kansas City,475310,4.6,175.88,48394,758.0
3447,2015-07-01,64018,0,1,0,0,0,0,1,2015,7,3,64018,Camden Point,525,4.6,175.88,48394,758.0
3448,2015-07-01,64040,0,1,0,0,0,0,1,2015,7,3,64040,Holden,2244,4.6,175.88,48394,758.0
3449,2015-10-01,64030,0,0,1,0,0,0,1,2015,10,4,64030,Grandview,25228,4.3,178.44,48394,904.0
3450,2015-10-01,64101,1,1,16,0,0,0,18,2015,10,4,64101,Kansas City,475310,4.3,178.44,48394,904.0
3451,2015-10-01,64102,0,0,1,0,0,0,1,2015,10,4,64102,Kansas City,475310,4.3,178.44,48394,904.0
3452,2015-10-01,64105,22,31,30,1,1,4,84,2015,10,4,64105,Kansas City,475310,4.3,178.44,48394,904.0
3453,2015-10-01,64106,63,46,127,18,11,16,254,2015,10,4,64106,Kansas City,475310,4.3,178.44,48394,904.0
3454,2015-10-01,64108,42,25,97,15,16,16,179,2015,10,4,64108,Kansas City,475310,4.3,178.44,48394,904.0
3455,2015-10-01,64109,47,27,94,16,21,13,184,2015,10,4,64109,Kansas City,475310,4.3,178.44,48394,904.0
