,from_date,zip_code,offense_society,offense_person,offense_property,offense_other,dv,firearm,offense_total,year,month,quarter,zip,city,population,unemployment_rate,house_price_index,per_cap_income,new_priv_housing
1450,2012-04-01,64131,34,15,94,4,16,2,147,2012,4,2,64131,Kansas City,464588,6.6,156.54,45161,368.0
1451,2012-04-01,64132,70,32,99,36,22,8,237,2012,4,2,64132,Kansas City,464588,6.6,156.54,45161,368.0
1452,2012-04-01,64133,29,34,173,5,13,6,241,2012,4,2,64133,Kansas City,464588,6.6,156.54,45161,368.0
1453,2012-04-01,64134,72,17,167,14,28,12,270,2012,4,2,64134,Kansas City,464588,6.6,156.54,45161,368.0
1454,2012-04-01,64136,3,1,9,0,2,0,13,2012,4,2,64136,Kansas City,464588,6.6,156.54,45161,368.0
1455,2012-04-01,64137,16,10,39,6,10,10,71,2012,4,2,64137,Kansas City,464588,6.6,156.54,45161,368.0
1456,2012-04-01,64138,20,8,61,2,9,6,91,2012,4,2,64138,Kansas City,464588,6.6,156.54,45161,368.0
1457,2012-04-01,64139,0,1,1,0,0,0,2,2012,4,2,64139,Kansas City,464588,6.6,156.54,45161,368.0
1458,2012-04-01,64141,0,1,0,0,0,0,1,2012,4,2,64141,Kansas City,464588,6.6,156.54,45161,368.0
1459,2012-04-01,64145,3,4,19,0,1,1,26,2012,4,2,64145,Kansas City,464588,6.6,156.54,45161,368.0
1460,2012-04-01,64146,1,1,4,0,1,0,6,2012,4,2,64146,Kansas City,464588,6.6,156.54,45161,368.0
1461,2012-04-01,64147,2,0,4,0,1,0,6,2012,4,2,64147,Kansas City,464588,6.6,156.54,45161,368.0
1462,2012-04-01,64151,10,8,70,0,7,6,88,2012,4,2,64151,Kansas City,464588,6.6,156.54,45161,368.0
1463,2012-04-01,64152,2,7,26,0,6,3,35,2012,4,2,64152,Kansas City,464588,6.6,156.54,45161,368.0
1464,2012-04-01,64153,10,7,32,0,4,5,49,2012,4,2,64153,Kansas City,464588,6.6,156.54,45161,368.0
1465,2012-04-01,64154,5,3,33,0,1,1,41,2012,4,2,64154,Kansas City,464588,6.6,156.54,45161,368.0
1466,2012-04-01,64155,15,9,65,0,6,4,89,2012,4,2,64155,Kansas City,464588,6.6,156.54,45161,368.0
1467,2012-04-01,64156,3,0,14,0,2,2,17,2012,4,2,64156,Kansas City,464588,6.6,156.54,45161,368.0
1468,2012-04-01,64157,11,8,20,2,4,5,41,2012,4,2,64157,Kansas City,464588,6.6,156.54,45161,368.0
1469,2012-04-01,64158,1,3,17,0,0,0,21,2012,4,2,64158,Kansas City,464588,6.6,156.54,45161,368.0
1470,2012-04-01,64161,1,0,8,0,1,0,9,2012,4,2,64161,Kansas City,464588,6.6,156.54,45161,368.0
1471,2012-04-01,64168,0,0,1,0,0,0,1,2012,4,2,64168,Kansas City,464588,6.6,156.54,45161,368.0
1472,2012-04-01,64016,0,0,0,0,0,1,0,2012,4,2,64016,Buckner,3073,6.6,156.54,45161,368.0
1473,2012-04-01,64053,1,0,0,0,1,0,1,2012,4,2,64053,Independence,117300,6.6,156.54,45161,368.0
1474,2012-04-01,64055,0,0,1,0,0,0,1,2012,4,2,64055,Independence,117300,6.6,156.54,45161,368.0
1475,2012-04-01,64061,0,0,1,0,0,0,1,2012,4,2,64061,Kingsville,272,6.6,156.54,45161,368.0
1476,2012-04-01,64144,0,0,1,0,0,0,1,2012,4,2,64144,Kansas City,464588,6.6,156.54,45161,368.0
1477,2012-04-01,64199,0,0,1,0,0,0,1,2012,4,2,64199,Kansas City,464588,6.6,156.54,45161,368.0
1478,2012-05-01,64030,0,0,1,0,0,0,1,2012,5,2,64030,Grandview,24578,6.5,156.54,45161,336.0
1479,2012-05-01,64057,0,0,1,0,0,0,1,2012,5,2,64057,Independence,117300,6.5,156.54,45161,336.0
1480,2012-05-01,64101,0,0,3,0,0,0,3,2012,5,2,64101,Kansas City,464588,6.5,156.54,45161,336.0
1481,2012-05-01,64102,0,0,3,0,0,0,3,2012,5,2,64102,Kansas City,464588,6.5,156.54,45161,336.0
1482,2012-05-01,64105,10,10,70,7,1,1,97,2012,5,2,64105,Kansas City,464588,6.5,156.54,45161,336.0
1483,2012-05-01,64106,89,76,121,20,23,23,306,2012,5,2,64106,Kansas City,464588,6.5,156.54,45161,336.0
1484,2012-05-01,64108,34,32,94,6,6,13,166,2012,5,2,64108,Kansas City,464588,6.5,156.54,45161,336.0
1485,2012-05-01,64109,79,38,122,18,32,25,257,2012,5,2,64109,Kansas City,464588,6.5,156.54,45161,336.0
1486,2012-05-01,64110,26,16,137,7,9,4,186,2012,5,2,64110,Kansas City,464588,6.5,156.54,45161,336.0
1487,2012-05-01,64111,40,52,217,14,7,29,323,2012,5,2,64111,Kansas City,464588,6.5,156.54,45161,336.0
1488,2012-05-01,64112,10,17,35,0,0,5,62,2012,5,2,64112,Kansas City,464588,6.5,156.54,45161,336.0
1489,2012-05-01,64113,7,5,21,0,2,2,33,2012,5,2,64113,Kansas City,464588,6.5,156.54,45161,336.0
1490,2012-05-01,64114,14,8,119,3,3,4,144,2012,5,2,64114,Kansas City,464588,6.5,156.54,45161,336.0
1491,2012-05-01,64116,12,2,37,4,5,2,55,2012,5,2,64116,Kansas City,464588,6.5,156.54,45161,336.0
1492,2012-05-01,64117,18,13,95,1,6,5,127,2012,5,2,64117,Kansas City,464588,6.5,156.54,45161,336.0
1493,2012-05-01,64118,37,23,125,6,17,4,191,2012,5,2,64118,Kansas City,464588,6.5,156.54,45161,336.0
1494,2012-05-01,64119,14,5,41,0,5,3,60,2012,5,2,64119,Kansas City,464588,6.5,156.54,45161,336.0
1495,2012-05-01,64120,3,3,44,3,2,6,53,2012,5,2,64120,Kansas City,464588,6.5,156.54,45161,336.0
1496,2012-05-01,64121,2,0,8,0,0,0,10,2012,5,2,64121,Kansas City,464588,6.5,156.54,45161,336.0
1497,2012-05-01,64123,32,19,115,14,9,15,180,2012,5,2,64123,Kansas City,464588,6.5,156.54,45161,336.0
1498,2012-05-01,64124,41,23,97,18,12,17,179,2012,5,2,64124,Kansas City,464588,6.5,156.54,45161,336.0
1499,2012-05-01,64125,10,7,31,6,3,0,54,2012,5,2,64125,Kansas City,464588,6.5,156.54,45161,336.0
1500,2012-05-01,64126,14,11,68,6,6,5,99,2012,5,2,64126,Kansas City,464588,6.5,156.54,45161,336.0
1501,2012-05-01,64127,94,47,228,18,44,26,387,2012,5,2,64127,Kansas City,464588,6.5,156.54,45161,336.0
1502,2012-05-01,64128,51,17,95,20,22,15,183,2012,5,2,64128,Kansas City,464588,6.5,156.54,45161,336.0
1503,2012-05-01,64129,13,6,70,2,9,6,91,2012,5,2,64129,Kansas City,464588,6.5,156.54,45161,336.0
1504,2012-05-01,64130,130,47,239,56,45,37,472,2012,5,2,64130,Kansas City,464588,6.5,156.54,45161,336.0
1505,2012-05-01,64131,47,25,119,14,18,10,205,2012,5,2,64131,Kansas City,464588,6.5,156.54,45161,336.0
1506,2012-05-01,64132,66,23,136,31,24,17,256,2012,5,2,64132,Kansas City,464588,6.5,156.54,45161,336.0
1507,2012-05-01,64133,39,31,138,7,22,13,215,2012,5,2,64133,Kansas City,464588,6.5,156.54,45161,336.0
1508,2012-05-01,64134,79,29,195,19,41,28,322,2012,5,2,64134,Kansas City,464588,6.5,156.54,45161,336.0
1509,2012-05-01,64136,2,0,6,0,1,0,8,2012,5,2,64136,Kansas City,464588,6.5,156.54,45161,336.0
1510,2012-05-01,64137,12,11,50,3,10,3,76,2012,5,2,64137,Kansas City,464588,6.5,156.54,45161,336.0
1511,2012-05-01,64138,21,13,68,3,16,7,105,2012,5,2,64138,Kansas City,464588,6.5,156.54,45161,336.0
1512,2012-05-01,64139,0,0,3,0,0,0,3,2012,5,2,64139,Kansas City,464588,6.5,156.54,45161,336.0
1513,2012-05-01,64141,0,0,2,0,0,0,2,2012,5,2,64141,Kansas City,464588,6.5,156.54,45161,336.0
1514,2012-05-01,64145,6,4,27,0,4,2,37,2012,5,2,64145,Kansas City,464588,6.5,156.54,45161,336.0
1515,2012-05-01,64146,1,2,3,0,1,0,6,2012,5,2,64146,Kansas City,464588,6.5,156.54,45161,336.0
1516,2012-05-01,64147,5,0,1,0,3,0,6,2012,5,2,64147,Kansas City,464588,6.5,156.54,45161,336.0
1517,2012-05-01,64151,12,13,78,8,6,2,111,2012,5,2,64151,Kansas City,464588,6.5,156.54,45161,336.0
1518,2012-05-01,64152,5,6,31,0,8,1,42,2012,5,2,64152,Kansas City,464588,6.5,156.54,45161,336.0
1519,2012-05-01,64153,4,6,29,0,2,0,39,2012,5,2,64153,Kansas City,464588,6.5,156.54,45161,336.0
1520,2012-05-01,64154,6,5,50,2,4,1,63,2012,5,2,64154,Kansas City,464588,6.5,156.54,45161,336.0
1521,2012-05-01,64155,25,6,100,0,5,0,131,2012,5,2,64155,Kansas City,464588,6.5,156.54,45161,336.0
1522,2012-05-01,64156,1,1,11,0,0,0,13,2012,5,2,64156,Kansas City,464588,6.5,156.54,45161,336.0
1523,2012-05-01,64157,10,1,31,1,8,1,43,2012,5,2,64157,Kansas City,464588,6.5,156.54,45161,336.0
1524,2012-05-01,64158,7,3,20,0,5,2,30,2012,5,2,64158,Kansas City,464588,6.5,156.54,45161,336.0
1525,2012-05-01,64161,3,0,15,0,0,4,18,2012,5,2,64161,Kansas City,464588,6.5,156.54,45161,336.0
1526,2012-05-01,64149,1,0,0,0,1,0,1,2012,5,2,64149,Kansas City,464588,6.5,156.54,45161,336.0
1527,2012-05-01,64163,1,0,0,0,1,0,1,2012,5,2,64163,Kansas City,464588,6.5,156.54,45161,336.0
1528,2012-05-01,64068,0,0,1,0,0,0,1,2012,5,2,64068,Liberty,29830,6.5,156.54,45161,336.0
1529,2012-05-01,64166,0,0,1,0,0,0,1,2012,5,2,64166,Kansas City,464588,6.5,156.54,45161,336.0
1530,2012-05-01,64144,0,0,1,0,0,0,1,2012,5,2,64144,Kansas City,464588,6.5,156.54,45161,336.0
1531,2012-05-01,64019,1,0,0,0,1,0,1,2012,5,2,64019,Centerview,273,6.5,156.54,45161,336.0
1532,2012-05-01,64058,0,0,1,0,0,0,1,2012,5,2,64058,Independence,117300,6.5,156.54,45161,336.0
1533,2012-05-01,64150,0,0,1,0,0,0,1,2012,5,2,64150,Riverside,3012,6.5,156.54,45161,336.0
1534,2012-05-01,64439,0,1,0,0,0,0,1,2012,5,2,64439,Dearborn,506,6.5,156.54,45161,336.0
1535,2012-06-01,64101,2,1,1,1,0,1,5,2012,6,2,64101,Kansas City,464588,6.5,156.54,45161,656.0
1536,2012-06-01,64102,0,1,3,0,0,1,4,2012,6,2,64102,Kansas City,464588,6.5,156.54,45161,656.0
1537,2012-06-01,64105,8,21,40,0,0,2,69,2012,6,2,64105,Kansas City,464588,6.5,156.54,45161,656.0
1538,2012-06-01,64106,63,106,128,12,15,11,309,2012,6,2,64106,Kansas City,464588,6.5,156.54,45161,656.0
1539,2012-06-01,64108,33,12,123,9,10,5,177,2012,6,2,64108,Kansas City,464588,6.5,156.54,45161,656.0
1540,2012-06-01,64109,48,29,95,13,19,24,185,2012,6,2,64109,Kansas City,464588,6.5,156.54,45161,656.0
1541,2012-06-01,64110,45,24,124,19,13,16,212,2012,6,2,64110,Kansas City,464588,6.5,156.54,45161,656.0
1542,2012-06-01,64111,50,44,179,4,12,25,277,2012,6,2,64111,Kansas City,464588,6.5,156.54,45161,656.0
1543,2012-06-01,64112,3,6,45,0,1,2,54,2012,6,2,64112,Kansas City,464588,6.5,156.54,45161,656.0
1544,2012-06-01,64113,2,2,19,1,0,0,24,2012,6,2,64113,Kansas City,464588,6.5,156.54,45161,656.0
1545,2012-06-01,64114,19,17,121,8,5,2,165,2012,6,2,64114,Kansas City,464588,6.5,156.54,45161,656.0
1546,2012-06-01,64116,14,7,39,5,6,2,65,2012,6,2,64116,Kansas City,464588,6.5,156.54,45161,656.0
1547,2012-06-01,64117,17,5,114,4,11,1,140,2012,6,2,64117,Kansas City,464588,6.5,156.54,45161,656.0
1548,2012-06-01,64118,25,7,94,4,17,3,130,2012,6,2,64118,Kansas City,464588,6.5,156.54,45161,656.0
1549,2012-06-01,64119,30,9,67,14,5,1,120,2012,6,2,64119,Kansas City,464588,6.5,156.54,45161,656.0
1550,2012-06-01,64120,1,1,31,6,0,0,39,2012,6,2,64120,Kansas City,464588,6.5,156.54,45161,656.0
1551,2012-06-01,64121,3,0,10,0,1,0,13,2012,6,2,64121,Kansas City,464588,6.5,156.54,45161,656.0
1552,2012-06-01,64123,46,41,111,18,17,12,216,2012,6,2,64123,Kansas City,464588,6.5,156.54,45161,656.0
1553,2012-06-01,64124,35,23,120,20,8,8,198,2012,6,2,64124,Kansas City,464588,6.5,156.54,45161,656.0
1554,2012-06-01,64125,8,4,30,1,4,0,43,2012,6,2,64125,Kansas City,464588,6.5,156.54,45161,656.0
1555,2012-06-01,64126,23,5,56,7,8,2,91,2012,6,2,64126,Kansas City,464588,6.5,156.54,45161,656.0
1556,2012-06-01,64127,110,40,216,27,59,28,393,2012,6,2,64127,Kansas City,464588,6.5,156.54,45161,656.0
1557,2012-06-01,64128,71,12,92,39,15,11,214,2012,6,2,64128,Kansas City,464588,6.5,156.54,45161,656.0
1558,2012-06-01,64129,21,10,68,4,9,3,103,2012,6,2,64129,Kansas City,464588,6.5,156.54,45161,656.0
1559,2012-06-01,64130,149,61,250,70,55,46,530,2012,6,2,64130,Kansas City,464588,6.5,156.54,45161,656.0
1560,2012-06-01,64131,44,15,124,15,13,10,198,2012,6,2,64131,Kansas City,464588,6.5,156.54,45161,656.0
1561,2012-06-01,64132,63,28,155,39,23,24,285,2012,6,2,64132,Kansas City,464588,6.5,156.54,45161,656.0
1562,2012-06-01,64133,29,42,148,6,12,12,225,2012,6,2,64133,Kansas City,464588,6.5,156.54,45161,656.0
1563,2012-06-01,64134,64,24,187,25,18,12,300,2012,6,2,64134,Kansas City,464588,6.5,156.54,45161,656.0
1564,2012-06-01,64136,2,0,4,0,0,1,6,2012,6,2,64136,Kansas City,464588,6.5,156.54,45161,656.0
1565,2012-06-01,64137,13,9,60,3,5,1,85,2012,6,2,64137,Kansas City,464588,6.5,156.54,45161,656.0
1566,2012-06-01,64138,22,14,71,9,9,1,116,2012,6,2,64138,Kansas City,464588,6.5,156.54,45161,656.0
1567,2012-06-01,64139,2,1,7,0,0,0,10,2012,6,2,64139,Kansas City,464588,6.5,156.54,45161,656.0
1568,2012-06-01,64145,7,1,39,2,2,1,49,2012,6,2,64145,Kansas City,464588,6.5,156.54,45161,656.0
1569,2012-06-01,64146,0,0,4,0,0,0,4,2012,6,2,64146,Kansas City,464588,6.5,156.54,45161,656.0
1570,2012-06-01,64147,2,1,4,0,1,0,7,2012,6,2,64147,Kansas City,464588,6.5,156.54,45161,656.0
1571,2012-06-01,64151,10,6,64,2,2,1,82,2012,6,2,64151,Kansas City,464588,6.5,156.54,45161,656.0
1572,2012-06-01,64152,2,7,20,0,3,0,29,2012,6,2,64152,Kansas City,464588,6.5,156.54,45161,656.0
1573,2012-06-01,64153,5,3,45,0,0,3,53,2012,6,2,64153,Kansas City,464588,6.5,156.54,45161,656.0
1574,2012-06-01,64154,6,5,58,1,1,1,70,2012,6,2,64154,Kansas City,464588,6.5,156.54,45161,656.0
1575,2012-06-01,64155,10,6,77,1,8,1,94,2012,6,2,64155,Kansas City,464588,6.5,156.54,45161,656.0
1576,2012-06-01,64156,4,0,13,0,2,0,17,2012,6,2,64156,Kansas City,464588,6.5,156.54,45161,656.0
1577,2012-06-01,64157,9,6,38,1,2,0,54,2012,6,2,64157,Kansas City,464588,6.5,156.54,45161,656.0
1578,2012-06-01,64158,3,2,24,0,1,0,29,2012,6,2,64158,Kansas City,464588,6.5,156.54,45161,656.0
1579,2012-06-01,64161,3,8,23,1,1,2,35,2012,6,2,64161,Kansas City,464588,6.5,156.54,45161,656.0
1580,2012-06-01,64163,0,1,0,0,0,0,1,2012,6,2,64163,Kansas City,464588,6.5,156.54,45161,656.0
1581,2012-06-01,64014,0,0,4,0,0,0,4,2012,6,2,64014,Blue Springs,53002,6.5,156.54,45161,656.0
1582,2012-06-01,64068,0,1,2,0,0,0,3,2012,6,2,64068,Liberty,29830,6.5,156.54,45161,656.0
1583,2012-06-01,64055,0,0,1,0,0,0,1,2012,6,2,64055,Independence,117300,6.5,156.54,45161,656.0
1584,2012-06-01,64144,0,0,1,0,0,0,1,2012,6,2,64144,Kansas City,464588,6.5,156.54,45161,656.0
1585,2012-06-01,64058,0,0,1,0,0,0,1,2012,6,2,64058,Independence,117300,6.5,156.54,45161,656.0
1586,2012-06-01,64060,1,0,0,0,0,0,1,2012,6,2,64060,Kearney,8825,6.5,156.54,45161,656.0
1587,2012-06-01,64164,0,0,0,0,0,0,0,2012,6,2,64164,Kansas City,464588,6.5,156.54,45161,656.0
1588,2012-06-01,64165,0,0,2,0,0,0,2,2012,6,2,64165,Kansas City,464588,6.5,156.54,45161,656.0
1589,2012-06-01,64188,0,0,1,0,0,0,1,2012,6,2,64188,Kansas City,464588,6.5,156.54,45161,656.0
1590,2012-07-01,64030,0,0,2,0,0,0,2,2012,7,3,64030,Grandview,24578,6.5,159.46,45161,424.0
1591,2012-07-01,64101,1,1,3,0,1,0,5,2012,7,3,64101,Kansas City,464588,6.5,159.46,45161,424.0
1592,2012-07-01,64102,0,0,1,0,0,0,1,2012,7,3,64102,Kansas City,464588,6.5,159.46,45161,424.0
1593,2012-07-01,64105,20,23,56,1,4,4,100,2012,7,3,64105,Kansas City,464588,6.5,159.46,45161,424.0
1594,2012-07-01,64106,58,81,131,7,13,17,277,2012,7,3,64106,Kansas City,464588,6.5,159.46,45161,424.0
1595,2012-07-01,64108,28,13,79,13,8,5,133,2012,7,3,64108,Kansas City,464588,6.5,159.46,45161,424.0
1596,2012-07-01,64109,57,40,116,17,19,11,230,2012,7,3,64109,Kansas City,464588,6.5,159.46,45161,424.0
1597,2012-07-01,64110,35,12,109,7,16,10,163,2012,7,3,64110,Kansas City,464588,6.5,159.46,45161,424.0
1598,2012-07-01,64111,49,40,214,16,18,20,319,2012,7,3,64111,Kansas City,464588,6.5,159.46,45161,424.0
1599,2012-07-01,64112,6,8,53,8,1,6,75,2012,7,3,64112,Kansas City,464588,6.5,159.46,45161,424.0
1600,2012-07-01,64113,2,4,14,0,2,1,20,2012,7,3,64113,Kansas City,464588,6.5,159.46,45161,424.0
1601,2012-07-01,64114,26,9,131,3,11,7,169,2012,7,3,64114,Kansas City,464588,6.5,159.46,45161,424.0
1602,2012-07-01,64116,10,7,38,1,7,3,56,2012,7,3,64116,Kansas City,464588,6.5,159.46,45161,424.0
1603,2012-07-01,64117,25,11,66,2,16,7,104,2012,7,3,64117,Kansas City,464588,6.5,159.46,45161,424.0
1604,2012-07-01,64118,20,9,102,3,19,1,134,2012,7,3,64118,Kansas City,464588,6.5,159.46,45161,424.0
1605,2012-07-01,64119,22,9,58,1,17,2,90,2012,7,3,64119,Kansas City,464588,6.5,159.46,45161,424.0
1606,2012-07-01,64120,2,4,29,0,2,0,35,2012,7,3,64120,Kansas City,464588,6.5,159.46,45161,424.0
1607,2012-07-01,64121,4,2,6,4,0,1,16,2012,7,3,64121,Kansas City,464588,6.5,159.46,45161,424.0
1608,2012-07-01,64123,30,13,106,6,7,12,155,2012,7,3,64123,Kansas City,464588,6.5,159.46,45161,424.0
1609,2012-07-01,64124,30,21,101,18,17,5,170,2012,7,3,64124,Kansas City,464588,6.5,159.46,45161,424.0
1610,2012-07-01,64125,4,2,15,0,1,0,21,2012,7,3,64125,Kansas City,464588,6.5,159.46,45161,424.0
1611,2012-07-01,64126,21,7,38,2,11,3,68,2012,7,3,64126,Kansas City,464588,6.5,159.46,45161,424.0
1612,2012-07-01,64127,80,59,194,30,33,20,363,2012,7,3,64127,Kansas City,464588,6.5,159.46,45161,424.0
1613,2012-07-01,64128,41,22,99,18,20,6,180,2012,7,3,64128,Kansas City,464588,6.5,159.46,45161,424.0
1614,2012-07-01,64129,25,13,57,7,11,7,102,2012,7,3,64129,Kansas City,464588,6.5,159.46,45161,424.0
1615,2012-07-01,64130,126,51,252,48,58,39,477,2012,7,3,64130,Kansas City,464588,6.5,159.46,45161,424.0
1616,2012-07-01,64131,48,15,136,7,22,6,206,2012,7,3,64131,Kansas City,464588,6.5,159.46,45161,424.0
1617,2012-07-01,64132,57,14,129,16,17,11,216,2012,7,3,64132,Kansas City,464588,6.5,159.46,45161,424.0
1618,2012-07-01,64133,24,25,154,9,15,10,212,2012,7,3,64133,Kansas City,464588,6.5,159.46,45161,424.0
1619,2012-07-01,64134,77,24,198,27,32,7,326,2012,7,3,64134,Kansas City,464588,6.5,159.46,45161,424.0
1620,2012-07-01,64136,4,2,2,0,1,0,8,2012,7,3,64136,Kansas City,464588,6.5,159.46,45161,424.0
1621,2012-07-01,64137,13,5,44,3,7,3,65,2012,7,3,64137,Kansas City,464588,6.5,159.46,45161,424.0
1622,2012-07-01,64138,23,14,82,7,13,2,126,2012,7,3,64138,Kansas City,464588,6.5,159.46,45161,424.0
1623,2012-07-01,64139,1,0,1,0,1,0,2,2012,7,3,64139,Kansas City,464588,6.5,159.46,45161,424.0
1624,2012-07-01,64145,2,4,32,1,0,1,39,2012,7,3,64145,Kansas City,464588,6.5,159.46,45161,424.0
1625,2012-07-01,64146,0,1,5,0,0,0,6,2012,7,3,64146,Kansas City,464588,6.5,159.46,45161,424.0
1626,2012-07-01,64147,1,2,5,0,0,1,8,2012,7,3,64147,Kansas City,464588,6.5,159.46,45161,424.0
1627,2012-07-01,64151,21,4,77,3,14,1,105,2012,7,3,64151,Kansas City,464588,6.5,159.46,45161,424.0
1628,2012-07-01,64152,7,2,37,1,4,0,47,2012,7,3,64152,Kansas City,464588,6.5,159.46,45161,424.0
1629,2012-07-01,64153,9,4,51,3,2,1,67,2012,7,3,64153,Kansas City,464588,6.5,159.46,45161,424.0
1630,2012-07-01,64154,5,2,61,4,2,0,72,2012,7,3,64154,Kansas City,464588,6.5,159.46,45161,424.0
1631,2012-07-01,64155,4,11,90,2,2,2,107,2012,7,3,64155,Kansas City,464588,6.5,159.46,45161,424.0
1632,2012-07-01,64156,1,0,9,0,0,0,10,2012,7,3,64156,Kansas City,464588,6.5,159.46,45161,424.0
1633,2012-07-01,64157,6,5,35,0,6,0,46,2012,7,3,64157,Kansas City,464588,6.5,159.46,45161,424.0
1634,2012-07-01,64158,1,0,16,0,0,2,17,2012,7,3,64158,Kansas City,464588,6.5,159.46,45161,424.0
1635,2012-07-01,64161,2,1,23,0,0,2,26,2012,7,3,64161,Kansas City,464588,6.5,159.46,45161,424.0
1636,2012-07-01,64149,0,0,1,0,0,0,1,2012,7,3,64149,Kansas City,464588,6.5,159.46,45161,424.0
1637,2012-07-01,64055,0,0,1,0,0,0,1,2012,7,3,64055,Independence,117300,6.5,159.46,45161,424.0
1638,2012-07-01,64060,0,0,1,0,0,0,1,2012,7,3,64060,Kearney,8825,6.5,159.46,45161,424.0
1639,2012-07-01,64164,2,0,0,2,0,0,4,2012,7,3,64164,Kansas City,464588,6.5,159.46,45161,424.0
1640,2012-07-01,64054,0,0,1,0,0,0,1,2012,7,3,64054,Independence,117300,6.5,159.46,45161,424.0
1641,2012-07-01,64089,0,1,0,0,0,0,1,2012,7,3,64089,Smithville,8716,6.5,159.46,45161,424.0
1642,2012-07-01,64148,0,0,1,0,0,0,1,2012,7,3,64148,Kansas City,464588,6.5,159.46,45161,424.0
1643,2012-08-01,64101,1,1,3,0,0,1,5,2012,8,3,64101,Kansas City,464588,6.4,159.46,45161,630.0
1644,2012-08-01,64102,2,0,2,2,0,0,6,2012,8,3,64102,Kansas City,464588,6.4,159.46,45161,630.0
1645,2012-08-01,64105,7,38,42,0,2,8,87,2012,8,3,64105,Kansas City,464588,6.4,159.46,45161,630.0
1646,2012-08-01,64106,77,109,149,30,14,34,365,2012,8,3,64106,Kansas City,464588,6.4,159.46,45161,630.0
1647,2012-08-01,64108,46,24,98,15,14,15,183,2012,8,3,64108,Kansas City,464588,6.4,159.46,45161,630.0
1648,2012-08-01,64109,68,29,109,26,21,27,232,2012,8,3,64109,Kansas City,464588,6.4,159.46,45161,630.0
1649,2012-08-01,64110,43,30,143,14,14,18,230,2012,8,3,64110,Kansas City,464588,6.4,159.46,45161,630.0
1650,2012-08-01,64111,53,32,222,5,11,9,312,2012,8,3,64111,Kansas City,464588,6.4,159.46,45161,630.0
1651,2012-08-01,64112,4,1,43,0,0,0,48,2012,8,3,64112,Kansas City,464588,6.4,159.46,45161,630.0
1652,2012-08-01,64113,4,2,16,0,0,0,22,2012,8,3,64113,Kansas City,464588,6.4,159.46,45161,630.0
1653,2012-08-01,64114,30,18,121,11,9,11,180,2012,8,3,64114,Kansas City,464588,6.4,159.46,45161,630.0
1654,2012-08-01,64116,13,5,37,12,2,0,67,2012,8,3,64116,Kansas City,464588,6.4,159.46,45161,630.0
1655,2012-08-01,64117,33,14,70,5,9,11,122,2012,8,3,64117,Kansas City,464588,6.4,159.46,45161,630.0
1656,2012-08-01,64118,37,17,104,4,19,4,162,2012,8,3,64118,Kansas City,464588,6.4,159.46,45161,630.0
1657,2012-08-01,64119,19,15,70,0,16,2,104,2012,8,3,64119,Kansas City,464588,6.4,159.46,45161,630.0
1658,2012-08-01,64120,7,2,27,1,2,1,37,2012,8,3,64120,Kansas City,464588,6.4,159.46,45161,630.0
1659,2012-08-01,64121,3,1,6,0,1,0,10,2012,8,3,64121,Kansas City,464588,6.4,159.46,45161,630.0
1660,2012-08-01,64123,36,26,94,12,12,17,168,2012,8,3,64123,Kansas City,464588,6.4,159.46,45161,630.0
1661,2012-08-01,64124,36,26,112,10,17,6,184,2012,8,3,64124,Kansas City,464588,6.4,159.46,45161,630.0
1662,2012-08-01,64125,4,3,17,5,2,0,29,2012,8,3,64125,Kansas City,464588,6.4,159.46,45161,630.0
1663,2012-08-01,64126,27,10,43,19,10,3,99,2012,8,3,64126,Kansas City,464588,6.4,159.46,45161,630.0
1664,2012-08-01,64127,117,43,246,54,39,18,460,2012,8,3,64127,Kansas City,464588,6.4,159.46,45161,630.0
1665,2012-08-01,64128,61,42,99,31,20,9,233,2012,8,3,64128,Kansas City,464588,6.4,159.46,45161,630.0
1666,2012-08-01,64129,32,11,69,16,14,5,128,2012,8,3,64129,Kansas City,464588,6.4,159.46,45161,630.0
1667,2012-08-01,64130,147,58,279,76,57,57,560,2012,8,3,64130,Kansas City,464588,6.4,159.46,45161,630.0
1668,2012-08-01,64131,52,20,159,23,26,5,254,2012,8,3,64131,Kansas City,464588,6.4,159.46,45161,630.0
1669,2012-08-01,64132,72,36,140,28,35,13,276,2012,8,3,64132,Kansas City,464588,6.4,159.46,45161,630.0
1670,2012-08-01,64133,28,13,125,6,7,10,172,2012,8,3,64133,Kansas City,464588,6.4,159.46,45161,630.0
1671,2012-08-01,64134,89,21,187,25,36,6,322,2012,8,3,64134,Kansas City,464588,6.4,159.46,45161,630.0
1672,2012-08-01,64136,5,0,9,0,4,0,14,2012,8,3,64136,Kansas City,464588,6.4,159.46,45161,630.0
1673,2012-08-01,64137,12,3,38,5,6,3,58,2012,8,3,64137,Kansas City,464588,6.4,159.46,45161,630.0
1674,2012-08-01,64138,28,10,96,7,12,8,141,2012,8,3,64138,Kansas City,464588,6.4,159.46,45161,630.0
1675,2012-08-01,64139,1,2,2,0,0,0,5,2012,8,3,64139,Kansas City,464588,6.4,159.46,45161,630.0
1676,2012-08-01,64145,4,3,30,0,0,1,37,2012,8,3,64145,Kansas City,464588,6.4,159.46,45161,630.0
1677,2012-08-01,64146,3,1,3,0,3,0,7,2012,8,3,64146,Kansas City,464588,6.4,159.46,45161,630.0
